action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,2072398,[],CHEMBL928698,Inhibition of human gamma secretase in H4 cells assessed as reduction of amyloid beta-40 levels,B,,,BAO_0000190,BAO_0000219,cell-based format,CCC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140782,Bioorg Med Chem Lett,2008,"{'bei': '20.63', 'le': '0.45', 'lle': '3.43', 'sei': '14.41'}",,CHEMBL233362,,CHEMBL233362,8.30,1,http://www.openphacts.org/units/Nanomolar,687279,=,1,1,=,,IC50,nM,,5.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,5.0
,,2072399,[],CHEMBL928698,Inhibition of human gamma secretase in H4 cells assessed as reduction of amyloid beta-40 levels,B,,,BAO_0000190,BAO_0000219,cell-based format,C=C(Cl)CN(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(C)cc1,,,CHEMBL1140782,Bioorg Med Chem Lett,2008,"{'bei': '15.71', 'le': '0.35', 'lle': '1.98', 'sei': '10.54'}",,CHEMBL231970,,CHEMBL231970,6.07,1,http://www.openphacts.org/units/Nanomolar,687278,=,1,1,=,,IC50,nM,,850.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,850.0
,,2077139,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H](CCCN(C)S(C)(=O)=O)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '18.64', 'le': '0.42', 'lle': '5.75', 'sei': '10.00'}",,CHEMBL251887,,CHEMBL251887,9.49,1,http://www.openphacts.org/units/Nanomolar,688695,=,1,1,=,,IC50,nM,,0.32,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,0.32
,,2077140,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN(CCCn1ccnc1)C(=O)OC[C@@H](C)N(c1cc(Cl)ccc1Cl)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '16.67', 'le': '0.36', 'lle': '3.59', 'sei': '11.29'}",,CHEMBL443754,,CHEMBL443754,9.57,0,http://www.openphacts.org/units/Nanomolar,688718,=,1,1,=,,IC50,nM,,0.27,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,0.27
,,2077141,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H](COC(=O)N(C)CCCn1ccnc1)N(c1cc(Cl)ccc1Cl)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '16.64', 'le': '0.36', 'lle': '3.73', 'sei': '11.00'}",,CHEMBL402593,,CHEMBL402593,9.32,0,http://www.openphacts.org/units/Nanomolar,688717,=,1,1,=,,IC50,nM,,0.48,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,0.48
,,2077142,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H](COC(=O)NCCCn1ccnc1)N(c1cc(Cl)ccc1Cl)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '17.20', 'le': '0.38', 'lle': '4.15', 'sei': '10.04'}",,CHEMBL252871,,CHEMBL252871,9.39,0,http://www.openphacts.org/units/Nanomolar,688716,=,1,1,=,,IC50,nM,,0.41,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,0.41
,,2077143,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H](COC(=O)NCCCn1ccnc1)N(c1cc(Cl)ccc1F)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '17.34', 'le': '0.37', 'lle': '4.45', 'sei': '9.82'}",,CHEMBL252870,,CHEMBL252870,9.18,0,http://www.openphacts.org/units/Nanomolar,688715,=,1,1,=,,IC50,nM,,0.66,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,0.66
,,2077144,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H](COC(=O)NCCCn1ccnc1)N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '17.39', 'le': '0.36', 'lle': '4.70', 'sei': '9.54'}",,CHEMBL428940,,CHEMBL428940,8.92,0,http://www.openphacts.org/units/Nanomolar,688714,=,1,1,=,,IC50,nM,,1.2,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,1.2
,,2077145,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)N(CCCn1ccnc1)C(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '13.23', 'le': '0.28', 'lle': '2.52', 'sei': '7.36'}",,CHEMBL401522,,CHEMBL401522,7.72,0,http://www.openphacts.org/units/Nanomolar,688713,=,1,1,=,,IC50,nM,,19.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,19.0
,,2077146,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H](COC(=O)N(CCCn1ccnc1)CC1CC1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '17.16', 'le': '0.36', 'lle': '5.02', 'sei': '9.74'}",,CHEMBL401521,,CHEMBL401521,10.22,0,http://www.openphacts.org/units/Nanomolar,688712,=,1,1,=,,IC50,nM,,0.06,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,0.06
,,2077147,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN(CCCn1ccnc1)C(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '17.95', 'le': '0.38', 'lle': '5.41', 'sei': '9.74'}",,CHEMBL252671,,CHEMBL252671,10.22,0,http://www.openphacts.org/units/Nanomolar,688711,=,1,1,=,,IC50,nM,,0.06,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,0.06
,,2077148,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H](CCOC(=O)NCCCn1ccnc1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '14.61', 'le': '0.31', 'lle': '3.64', 'sei': '7.13'}",,CHEMBL252670,,CHEMBL252670,8.11,0,http://www.openphacts.org/units/Nanomolar,688710,=,1,1,=,,IC50,nM,,7.7,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,7.7
,,2077149,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H](CCOC(=O)NCCn1ccnc1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '15.51', 'le': '0.33', 'lle': '4.32', 'sei': '7.38'}",,CHEMBL403865,,CHEMBL403865,8.40,0,http://www.openphacts.org/units/Nanomolar,688709,=,1,1,=,,IC50,nM,,4.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,4.0
,,2077150,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H](COC(=O)NCCn1ccnc1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '17.12', 'le': '0.36', 'lle': '5.34', 'sei': '7.94'}",,CHEMBL252475,,CHEMBL252475,9.03,0,http://www.openphacts.org/units/Nanomolar,688708,=,1,1,=,,IC50,nM,,0.93,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,0.93
,,2077151,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H](COC(=O)N1CCCC1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '17.94', 'le': '0.39', 'lle': '4.44', 'sei': '10.03'}",,CHEMBL252474,,CHEMBL252474,8.74,0,http://www.openphacts.org/units/Nanomolar,688707,=,1,1,=,,IC50,nM,,1.8,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,1.8
,,2077152,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN(CC)C(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '15.82', 'le': '0.34', 'lle': '3.19', 'sei': '8.89'}",,CHEMBL403864,,CHEMBL403864,7.75,0,http://www.openphacts.org/units/Nanomolar,688706,=,1,1,=,,IC50,nM,,18.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,18.0
,,2077153,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H](COC(=O)NC(C)(C)C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '16.18', 'le': '0.35', 'lle': '3.33', 'sei': '8.26'}",,CHEMBL252473,,CHEMBL252473,7.92,0,http://www.openphacts.org/units/Nanomolar,688705,=,1,1,=,,IC50,nM,,12.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,12.0
,,2077154,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H](COC(=O)NC1CCCCC1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '16.01', 'le': '0.34', 'lle': '3.12', 'sei': '8.60'}",,CHEMBL252283,,CHEMBL252283,8.25,0,http://www.openphacts.org/units/Nanomolar,688704,=,1,1,=,,IC50,nM,,5.6,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,5.6
,,2077155,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CCC(C)NC(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '15.99', 'le': '0.34', 'lle': '3.23', 'sei': '8.16'}",,CHEMBL252282,,CHEMBL252282,7.82,0,http://www.openphacts.org/units/Nanomolar,688703,=,1,1,=,,IC50,nM,,15.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,15.0
,,2077156,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)NC(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '16.66', 'le': '0.36', 'lle': '3.72', 'sei': '8.26'}",,CHEMBL402562,,CHEMBL402562,7.92,0,http://www.openphacts.org/units/Nanomolar,688702,=,1,1,=,,IC50,nM,,12.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,12.0
,,2077157,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H](COC(=O)NCCCn1ncnn1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '15.97', 'le': '0.34', 'lle': '5.81', 'sei': '6.22'}",,CHEMBL252281,,CHEMBL252281,8.68,0,http://www.openphacts.org/units/Nanomolar,688701,=,1,1,=,,IC50,nM,,2.1,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,2.1
,,2077158,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H](COC(=O)NCCCn1ccnc1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '15.95', 'le': '0.34', 'lle': '4.56', 'sei': '7.59'}",,CHEMBL252084,,CHEMBL252084,8.64,0,http://www.openphacts.org/units/Nanomolar,688700,=,1,1,=,,IC50,nM,,2.3,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,2.3
,,2077159,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCNC(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '16.83', 'le': '0.36', 'lle': '3.79', 'sei': '8.34'}",,CHEMBL181204,,CHEMBL181204,8.00,0,http://www.openphacts.org/units/Nanomolar,688699,=,1,1,=,,IC50,nM,,10.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,10.0
,,2077160,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '17.34', 'le': '0.38', 'lle': '4.18', 'sei': '8.34'}",,CHEMBL402561,,CHEMBL402561,8.00,0,http://www.openphacts.org/units/Nanomolar,688698,=,1,1,=,,IC50,nM,,10.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,10.0
,,2077161,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '17.49', 'le': '0.38', 'lle': '4.39', 'sei': '8.16'}",,CHEMBL252083,,CHEMBL252083,7.82,0,http://www.openphacts.org/units/Nanomolar,688697,=,1,1,=,,IC50,nM,,15.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,15.0
,,2077162,[],CHEMBL944907,Inhibition of gamma secretase in human H4 cells assessed as reduction in amyloid beta40 level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H](CCCn1cnnn1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1140839,Bioorg Med Chem Lett,2008,"{'bei': '19.76', 'le': '0.42', 'lle': '5.75', 'sei': '9.18'}",,CHEMBL252082,,CHEMBL252082,9.29,1,http://www.openphacts.org/units/Nanomolar,688696,=,1,1,=,,IC50,nM,,0.51,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,nM,UO_0000065,,0.51
,,2086490,[],CHEMBL947026,Inhibition of human gamma secretase in HEK293 cells assessed as reduction of amyloid beta level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)C[C@H](C(N)=O)N(Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1142379,Bioorg Med Chem Lett,2008,"{'bei': '18.45', 'le': '0.38', 'lle': '4.94', 'sei': '8.18'}",,CHEMBL439242,,CHEMBL439242,8.10,0,http://www.openphacts.org/units/Nanomolar,695517,=,1,1,=,,IC50,nM,,8.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,uM,UO_0000065,,0.008
,,2086491,[],CHEMBL947026,Inhibition of human gamma secretase in HEK293 cells assessed as reduction of amyloid beta level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)C[C@H](C(=O)NO)N(Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1142379,Bioorg Med Chem Lett,2008,"{'bei': '12.28', 'le': '0.25', 'lle': '2.41', 'sei': '5.31'}",,CHEMBL256610,,CHEMBL256610,5.58,0,http://www.openphacts.org/units/Nanomolar,695516,=,1,1,=,,IC50,nM,,2600.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,uM,UO_0000065,,2.6
,,2086495,[],CHEMBL947026,Inhibition of human gamma secretase in HEK293 cells assessed as reduction of amyloid beta level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)c2ccc(Cl)s2)cn1,,,CHEMBL1142379,Bioorg Med Chem Lett,2008,"{'bei': '14.93', 'le': '0.33', 'lle': '4.05', 'sei': '7.85'}",,CHEMBL404576,,CHEMBL404576,6.96,0,http://www.openphacts.org/units/Nanomolar,695546,=,1,1,=,,IC50,nM,,110.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,uM,UO_0000065,,0.11
,,2086496,[],CHEMBL947026,Inhibition of human gamma secretase in HEK293 cells assessed as reduction of amyloid beta level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)CCC(F)(F)F)cn1,,,CHEMBL1142379,Bioorg Med Chem Lett,2008,"{'bei': '15.32', 'le': '0.32', 'lle': '4.73', 'sei': '7.70'}",,CHEMBL402021,,CHEMBL402021,6.82,0,http://www.openphacts.org/units/Nanomolar,695545,=,1,1,=,,IC50,nM,,150.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,uM,UO_0000065,,0.15
,,2086497,[],CHEMBL947026,Inhibition of human gamma secretase in HEK293 cells assessed as reduction of amyloid beta level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cn1,,,CHEMBL1142379,Bioorg Med Chem Lett,2008,"{'bei': '16.36', 'le': '0.34', 'lle': '4.67', 'sei': '8.49'}",,CHEMBL256794,,CHEMBL256794,7.52,0,http://www.openphacts.org/units/Nanomolar,695544,=,1,1,=,,IC50,nM,,30.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,uM,UO_0000065,,0.03
,,2086498,[],CHEMBL947026,Inhibition of human gamma secretase in HEK293 cells assessed as reduction of amyloid beta level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)c(F)c1F,,,CHEMBL1142379,Bioorg Med Chem Lett,2008,"{'bei': '17.58', 'le': '0.37', 'lle': '4.97', 'sei': '11.49'}",,CHEMBL256059,,CHEMBL256059,8.70,0,http://www.openphacts.org/units/Nanomolar,695543,=,1,1,=,,IC50,nM,,2.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,uM,UO_0000065,,0.002
,,2086499,[],CHEMBL947026,Inhibition of human gamma secretase in HEK293 cells assessed as reduction of amyloid beta level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)c(F)c1,,,CHEMBL1142379,Bioorg Med Chem Lett,2008,"{'bei': '16.14', 'le': '0.34', 'lle': '4.11', 'sei': '10.17'}",,CHEMBL402950,,CHEMBL402950,7.70,0,http://www.openphacts.org/units/Nanomolar,695542,=,1,1,=,,IC50,nM,,20.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,uM,UO_0000065,,0.02
,,2086500,[],CHEMBL947026,Inhibition of human gamma secretase in HEK293 cells assessed as reduction of amyloid beta level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NC1CC1)c1ccc(CN([C@@H]2CCC(F)(F)CNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,,,CHEMBL1142379,Bioorg Med Chem Lett,2008,"{'bei': '12.74', 'le': '0.26', 'lle': '3.18', 'sei': '6.82'}",,CHEMBL3085386,,CHEMBL3085386,6.52,0,http://www.openphacts.org/units/Nanomolar,695541,=,1,1,=,,IC50,nM,,300.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,uM,UO_0000065,,0.3
,,2086501,[],CHEMBL947026,Inhibition of human gamma secretase in HEK293 cells assessed as reduction of amyloid beta level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NC1CC1)c1ccc(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,,,CHEMBL1142379,Bioorg Med Chem Lett,2008,"{'bei': '16.40', 'le': '0.34', 'lle': '5.06', 'sei': '8.79'}",,CHEMBL403332,,CHEMBL403332,8.40,0,http://www.openphacts.org/units/Nanomolar,695540,=,1,1,=,,IC50,nM,,4.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,uM,UO_0000065,,0.004
,,2086502,[],CHEMBL947026,Inhibition of human gamma secretase in HEK293 cells assessed as reduction of amyloid beta level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CC1(C)CCNC(=O)[C@H](N(Cc2ccc(C(=O)NC3CC3)cc2)S(=O)(=O)c2ccc(Cl)cc2)C1,,,CHEMBL1142379,Bioorg Med Chem Lett,2008,"{'bei': '15.52', 'le': '0.31', 'lle': '4.09', 'sei': '8.19'}",,CHEMBL271880,,CHEMBL271880,7.82,0,http://www.openphacts.org/units/Nanomolar,695539,=,1,1,=,,IC50,nM,,15.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,uM,UO_0000065,,0.015
,,2086503,[],CHEMBL947026,Inhibition of human gamma secretase in HEK293 cells assessed as reduction of amyloid beta level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CC1(C)CCCNC(=O)C1N(Cc1ccc(C(=O)NC2CC2)cc1)S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1142379,Bioorg Med Chem Lett,2008,"{'bei': '12.71', 'le': '0.26', 'lle': '2.68', 'sei': '6.71'}",,CHEMBL256387,,CHEMBL256387,6.41,0,http://www.openphacts.org/units/Nanomolar,695538,=,1,1,=,,IC50,nM,,390.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,uM,UO_0000065,,0.39
,,2086504,[],CHEMBL947026,Inhibition of human gamma secretase in HEK293 cells assessed as reduction of amyloid beta level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CC1(C)CCC(N(Cc2ccc(C(=O)NC3CC3)cc2)S(=O)(=O)c2ccc(Cl)cc2)C(=O)NC1,,,CHEMBL1142379,Bioorg Med Chem Lett,2008,"{'bei': '10.82', 'le': '0.22', 'lle': '1.73', 'sei': '5.71'}",,CHEMBL270379,,CHEMBL270379,5.46,0,http://www.openphacts.org/units/Nanomolar,695537,=,1,1,=,,IC50,nM,,3500.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,uM,UO_0000065,,3.5
,,2086505,[],CHEMBL947026,Inhibition of human gamma secretase in HEK293 cells assessed as reduction of amyloid beta level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CC1(C)CCCC(N(Cc2ccc(C(=O)NC3CC3)cc2)S(=O)(=O)c2ccc(Cl)cc2)C(=O)N1,,,CHEMBL1142379,Bioorg Med Chem Lett,2008,,,CHEMBL272928,,CHEMBL272928,,0,http://www.openphacts.org/units/Nanomolar,695536,>,1,1,>,,IC50,nM,,20000.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,uM,UO_0000065,,20.0
,,2086506,[],CHEMBL947026,Inhibition of human gamma secretase in HEK293 cells assessed as reduction of amyloid beta level by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CC1(C)CCNC(=O)C(N(Cc2ccc(C(=O)NC3CC3)cc2)S(=O)(=O)c2ccc(Cl)cc2)C1,,,CHEMBL1142379,Bioorg Med Chem Lett,2008,"{'bei': '16.31', 'le': '0.33', 'lle': '4.49', 'sei': '8.60'}",,CHEMBL429938,,CHEMBL429938,8.22,0,http://www.openphacts.org/units/Nanomolar,695535,=,1,1,=,,IC50,nM,,6.0,CHEMBL2094135,Homo sapiens,Gamma-secretase,9606,,,IC50,uM,UO_0000065,,0.006
